x,y,noise_dB,site,hour
105.8557121,21.0345175,66.6,Hoan Kiem lake,17
105.8560971,21.0345156,71.57,Hoan Kiem lake,17
105.856482,21.0345137,64.15,Hoan Kiem lake,17
105.8568669,21.0345117,61.62,Hoan Kiem lake,17
105.8572518,21.0345098,60.67,Hoan Kiem lake,17
105.8576367,21.0345078,63.72,Hoan Kiem lake,17
105.8422418,21.0349462,65.23,Hoan Kiem lake,17
105.8426267,21.0349443,66.03,Hoan Kiem lake,17
105.8430116,21.0349424,65.78,Hoan Kiem lake,17
105.8433966,21.0349405,65.12,Hoan Kiem lake,17
105.8437815,21.0349386,62.43,Hoan Kiem lake,17
105.8441664,21.0349367,62.17,Hoan Kiem lake,17
105.8445513,21.0349347,63.06,Hoan Kiem lake,17
105.8449363,21.0349328,69.79,Hoan Kiem lake,17
105.8453212,21.0349309,70.25,Hoan Kiem lake,17
105.8457061,21.034929,73.39,Hoan Kiem lake,17
105.846091,21.0349271,67.99,Hoan Kiem lake,17
105.846476,21.0349252,69.26,Hoan Kiem lake,17
105.8468609,21.0349233,70.05,Hoan Kiem lake,17
105.8472458,21.0349213,68.74,Hoan Kiem lake,17
105.8476308,21.0349194,73.5,Hoan Kiem lake,17
105.8480157,21.0349175,70.82,Hoan Kiem lake,17
105.8484006,21.0349156,68.1,Hoan Kiem lake,17
105.8487855,21.0349137,67.93,Hoan Kiem lake,17
105.8491705,21.0349117,67.46,Hoan Kiem lake,17
105.8495554,21.0349098,70.44,Hoan Kiem lake,17
105.8499403,21.0349079,69.36,Hoan Kiem lake,17
105.8503252,21.034906,76.18,Hoan Kiem lake,17
105.8507102,21.034904,68.72,Hoan Kiem lake,17
105.8510951,21.0349021,71.42,Hoan Kiem lake,17
105.85148,21.0349002,74.84,Hoan Kiem lake,17
105.8518649,21.0348983,74.51,Hoan Kiem lake,17
105.8522499,21.0348963,68.73,Hoan Kiem lake,17
105.8526348,21.0348944,73.96,Hoan Kiem lake,17
105.8530197,21.0348925,75.75,Hoan Kiem lake,17
105.8534046,21.0348905,77.32,Hoan Kiem lake,17
105.8537896,21.0348886,77.35,Hoan Kiem lake,17
105.8541745,21.0348867,77.55,Hoan Kiem lake,17
105.8545594,21.0348847,73.34,Hoan Kiem lake,17
105.8549443,21.0348828,74.51,Hoan Kiem lake,17
105.8553293,21.0348809,73.62,Hoan Kiem lake,17
105.8557142,21.0348789,77.05,Hoan Kiem lake,17
105.8560991,21.034877,71.69,Hoan Kiem lake,17
105.856484,21.034875,69.66,Hoan Kiem lake,17
105.856869,21.0348731,62.75,Hoan Kiem lake,17
105.8572539,21.0348712,60.99,Hoan Kiem lake,17
105.8576388,21.0348692,58.91,Hoan Kiem lake,17
105.8422438,21.0353076,65.09,Hoan Kiem lake,17
105.8426287,21.0353057,65.12,Hoan Kiem lake,17
105.8430137,21.0353038,64.73,Hoan Kiem lake,17
105.8433986,21.0353019,64.63,Hoan Kiem lake,17
105.8437835,21.0352999,62.7,Hoan Kiem lake,17
105.8441685,21.035298,62.79,Hoan Kiem lake,17
105.8445534,21.0352961,63.09,Hoan Kiem lake,17
105.8449383,21.0352942,70.01,Hoan Kiem lake,17
105.8453232,21.0352923,62.57,Hoan Kiem lake,17
105.8457082,21.0352904,72.73,Hoan Kiem lake,17
105.8460931,21.0352885,67.64,Hoan Kiem lake,17
105.846478,21.0352866,67.27,Hoan Kiem lake,17
105.8468629,21.0352846,69.62,Hoan Kiem lake,17
105.8472479,21.0352827,67.45,Hoan Kiem lake,17
105.8476328,21.0352808,73.85,Hoan Kiem lake,17
105.8480177,21.0352789,70.28,Hoan Kiem lake,17
105.8484026,21.035277,74.33,Hoan Kiem lake,17
105.8487876,21.035275,73.89,Hoan Kiem lake,17
105.8491725,21.0352731,74.39,Hoan Kiem lake,17
105.8495574,21.0352712,72.27,Hoan Kiem lake,17
105.8499424,21.0352693,72.85,Hoan Kiem lake,17
105.8503273,21.0352673,72.23,Hoan Kiem lake,17
105.8507122,21.0352654,69.5,Hoan Kiem lake,17
105.8510971,21.0352635,72.32,Hoan Kiem lake,17
105.8514821,21.0352616,67.73,Hoan Kiem lake,17
105.851867,21.0352596,66.77,Hoan Kiem lake,17
105.8522519,21.0352577,67.48,Hoan Kiem lake,17
105.8526368,21.0352558,66.16,Hoan Kiem lake,17
105.8530218,21.0352538,74.85,Hoan Kiem lake,17
105.8534067,21.0352519,76.73,Hoan Kiem lake,17
105.8537916,21.03525,66.32,Hoan Kiem lake,17
105.8541765,21.035248,71.89,Hoan Kiem lake,17
105.8545615,21.0352461,74.74,Hoan Kiem lake,17
105.8549464,21.0352442,73.92,Hoan Kiem lake,17
105.8553313,21.0352422,64.79,Hoan Kiem lake,17
105.8557163,21.0352403,71.71,Hoan Kiem lake,17
105.8561012,21.0352384,65.26,Hoan Kiem lake,17
105.8564861,21.0352364,74.25,Hoan Kiem lake,17
105.856871,21.0352345,68.67,Hoan Kiem lake,17
105.857256,21.0352325,62.28,Hoan Kiem lake,17
105.8576409,21.0352306,63.73,Hoan Kiem lake,17
105.8422458,21.035669,65.73,Hoan Kiem lake,17
105.8426308,21.0356671,65.66,Hoan Kiem lake,17
105.8430157,21.0356652,65.12,Hoan Kiem lake,17
105.8434006,21.0356632,64.3,Hoan Kiem lake,17
105.8437856,21.0356613,62.46,Hoan Kiem lake,17
105.8441705,21.0356594,62.65,Hoan Kiem lake,17
105.8445554,21.0356575,63.76,Hoan Kiem lake,17
105.8449403,21.0356556,69.24,Hoan Kiem lake,17
105.8453253,21.0356537,68.38,Hoan Kiem lake,17
105.8457102,21.0356518,70.03,Hoan Kiem lake,17
105.8460951,21.0356499,74.29,Hoan Kiem lake,17
105.8464801,21.0356479,76.47,Hoan Kiem lake,17
105.846865,21.035646,73.91,Hoan Kiem lake,17
105.8472499,21.0356441,74.21,Hoan Kiem lake,17
105.8476348,21.0356422,74.8,Hoan Kiem lake,17
105.8480198,21.0356403,69.56,Hoan Kiem lake,17
105.8484047,21.0356383,74.63,Hoan Kiem lake,17
105.8487896,21.0356364,66.7,Hoan Kiem lake,17
105.8491746,21.0356345,75.74,Hoan Kiem lake,17
105.8495595,21.0356326,66.66,Hoan Kiem lake,17
105.8499444,21.0356307,75.63,Hoan Kiem lake,17
105.8503293,21.0356287,73.55,Hoan Kiem lake,17
105.8507143,21.0356268,76.15,Hoan Kiem lake,17
105.8510992,21.0356249,73.81,Hoan Kiem lake,17
105.8514841,21.0356229,69.62,Hoan Kiem lake,17
105.851869,21.035621,65.2,Hoan Kiem lake,17
105.852254,21.0356191,66.64,Hoan Kiem lake,17
105.8526389,21.0356172,68.69,Hoan Kiem lake,17
105.8530238,21.0356152,74.58,Hoan Kiem lake,17
105.8534088,21.0356133,76.34,Hoan Kiem lake,17
105.8537937,21.0356114,77.67,Hoan Kiem lake,17
105.8541786,21.0356094,71.05,Hoan Kiem lake,17
105.8545635,21.0356075,74.1,Hoan Kiem lake,17
105.8549485,21.0356056,73.75,Hoan Kiem lake,17
105.8553334,21.0356036,74.28,Hoan Kiem lake,17
105.8557183,21.0356017,70.98,Hoan Kiem lake,17
105.8561032,21.0355998,61.81,Hoan Kiem lake,17
105.8564882,21.0355978,60.06,Hoan Kiem lake,17
105.8568731,21.0355959,61.56,Hoan Kiem lake,17
105.857258,21.0355939,63.39,Hoan Kiem lake,17
105.857643,21.035592,60.02,Hoan Kiem lake,17
105.8422479,21.0360304,65.12,Hoan Kiem lake,17
105.8426328,21.0360284,64.8,Hoan Kiem lake,17
105.8430177,21.0360265,62.46,Hoan Kiem lake,17
105.8434027,21.0360246,65.44,Hoan Kiem lake,17
105.8437876,21.0360227,62.79,Hoan Kiem lake,17
105.8441725,21.0360208,63.52,Hoan Kiem lake,17
105.8445575,21.0360189,63.12,Hoan Kiem lake,17
105.8449424,21.036017,69.82,Hoan Kiem lake,17
105.8453273,21.0360151,68.11,Hoan Kiem lake,17
105.8457122,21.0360132,68.58,Hoan Kiem lake,17
105.8460972,21.0360112,73.07,Hoan Kiem lake,17
105.8464821,21.0360093,67.4,Hoan Kiem lake,17
105.846867,21.0360074,69.65,Hoan Kiem lake,17
105.847252,21.0360055,68.93,Hoan Kiem lake,17
105.8476369,21.0360036,72.27,Hoan Kiem lake,17
105.8480218,21.0360017,69.62,Hoan Kiem lake,17
105.8484067,21.0359997,73.52,Hoan Kiem lake,17
105.8487917,21.0359978,75.07,Hoan Kiem lake,17
105.8491766,21.0359959,76.42,Hoan Kiem lake,17
105.8495615,21.035994,71.8,Hoan Kiem lake,17
105.8499465,21.035992,69.59,Hoan Kiem lake,17
105.8503314,21.0359901,68.82,Hoan Kiem lake,17
105.8507163,21.0359882,76.09,Hoan Kiem lake,17
105.8511012,21.0359863,69.66,Hoan Kiem lake,17
105.8514862,21.0359843,69.58,Hoan Kiem lake,17
105.8518711,21.0359824,72.92,Hoan Kiem lake,17
105.852256,21.0359805,73.06,Hoan Kiem lake,17
105.852641,21.0359785,73.83,Hoan Kiem lake,17
105.8530259,21.0359766,75.41,Hoan Kiem lake,17
105.8534108,21.0359747,68.89,Hoan Kiem lake,17
105.8537957,21.0359728,68.04,Hoan Kiem lake,17
105.8541807,21.0359708,74.55,Hoan Kiem lake,17
105.8545656,21.0359689,74.42,Hoan Kiem lake,17
105.8549505,21.0359669,64.36,Hoan Kiem lake,17
105.8553355,21.035965,75.38,Hoan Kiem lake,17
105.8557204,21.0359631,65.08,Hoan Kiem lake,17
105.8561053,21.0359611,69.61,Hoan Kiem lake,17
105.8564902,21.0359592,59.2,Hoan Kiem lake,17
105.8568752,21.0359573,61.65,Hoan Kiem lake,17
105.8572601,21.0359553,59.42,Hoan Kiem lake,17
105.857645,21.0359534,60.07,Hoan Kiem lake,17
105.8422499,21.0363917,62.7,Hoan Kiem lake,17
105.8426348,21.0363898,64.98,Hoan Kiem lake,17
105.8430198,21.0363879,64.98,Hoan Kiem lake,17
105.8434047,21.036386,63.55,Hoan Kiem lake,17
105.8437896,21.0363841,63.04,Hoan Kiem lake,17
105.8441746,21.0363822,63.66,Hoan Kiem lake,17
105.8445595,21.0363803,63.23,Hoan Kiem lake,17
105.8449444,21.0363784,63.19,Hoan Kiem lake,17
105.8453293,21.0363765,73.01,Hoan Kiem lake,17
105.8457143,21.0363745,65.13,Hoan Kiem lake,17
105.8460992,21.0363726,73.74,Hoan Kiem lake,17
105.8464841,21.0363707,68.49,Hoan Kiem lake,17
105.8468691,21.0363688,70.53,Hoan Kiem lake,17
105.847254,21.0363669,74.3,Hoan Kiem lake,17
105.8476389,21.036365,77.56,Hoan Kiem lake,17
105.8480239,21.036363,69.62,Hoan Kiem lake,17
105.8484088,21.0363611,70.81,Hoan Kiem lake,17
105.8487937,21.0363592,73.83,Hoan Kiem lake,17
105.8491786,21.0363573,71.8,Hoan Kiem lake,17
105.8495636,21.0363553,72.17,Hoan Kiem lake,17
105.8499485,21.0363534,74.9,Hoan Kiem lake,17
105.8503334,21.0363515,72.0,Hoan Kiem lake,17
105.8507184,21.0363496,71.09,Hoan Kiem lake,17
105.8511033,21.0363476,73.15,Hoan Kiem lake,17
105.8514882,21.0363457,69.39,Hoan Kiem lake,17
105.8518732,21.0363438,65.75,Hoan Kiem lake,17
105.8522581,21.0363419,64.71,Hoan Kiem lake,17
105.852643,21.0363399,74.37,Hoan Kiem lake,17
105.8530279,21.036338,65.73,Hoan Kiem lake,17
105.8534129,21.0363361,67.82,Hoan Kiem lake,17
105.8537978,21.0363341,75.49,Hoan Kiem lake,17
105.8541827,21.0363322,74.6,Hoan Kiem lake,17
105.8545677,21.0363303,67.29,Hoan Kiem lake,17
105.8549526,21.0363283,67.03,Hoan Kiem lake,17
105.8553375,21.0363264,65.59,Hoan Kiem lake,17
105.8557224,21.0363245,62.71,Hoan Kiem lake,17
105.8561074,21.0363225,65.53,Hoan Kiem lake,17
105.8564923,21.0363206,62.16,Hoan Kiem lake,17
105.8568772,21.0363186,63.0,Hoan Kiem lake,17
105.8572622,21.0363167,66.71,Hoan Kiem lake,17
105.8576471,21.0363148,67.63,Hoan Kiem lake,17
105.8422519,21.0367531,62.7,Hoan Kiem lake,17
105.8426369,21.0367512,62.43,Hoan Kiem lake,17
105.8430218,21.0367493,62.46,Hoan Kiem lake,17
105.8434067,21.0367474,64.96,Hoan Kiem lake,17
105.8437917,21.0367455,63.11,Hoan Kiem lake,17
105.8441766,21.0367436,63.66,Hoan Kiem lake,17
105.8445615,21.0367417,63.23,Hoan Kiem lake,17
105.8449465,21.0367398,63.49,Hoan Kiem lake,17
105.8453314,21.0367378,69.78,Hoan Kiem lake,17
105.8457163,21.0367359,65.31,Hoan Kiem lake,17
105.8461012,21.036734,70.52,Hoan Kiem lake,17
105.8464862,21.0367321,77.6,Hoan Kiem lake,17
105.8468711,21.0367302,70.88,Hoan Kiem lake,17
105.847256,21.0367283,70.21,Hoan Kiem lake,17
105.847641,21.0367263,75.5,Hoan Kiem lake,17
105.8480259,21.0367244,73.61,Hoan Kiem lake,17
105.8484108,21.0367225,70.3,Hoan Kiem lake,17
105.8487958,21.0367206,74.01,Hoan Kiem lake,17
105.8491807,21.0367187,75.06,Hoan Kiem lake,17
105.8495656,21.0367167,76.37,Hoan Kiem lake,17
105.8499506,21.0367148,68.77,Hoan Kiem lake,17
105.8503355,21.0367129,68.67,Hoan Kiem lake,17
105.8507204,21.036711,73.8,Hoan Kiem lake,17
105.8511053,21.036709,65.52,Hoan Kiem lake,17
105.8514903,21.0367071,69.49,Hoan Kiem lake,17
105.8518752,21.0367052,73.25,Hoan Kiem lake,17
105.8522601,21.0367032,77.35,Hoan Kiem lake,17
105.8526451,21.0367013,73.79,Hoan Kiem lake,17
105.85303,21.0366994,75.71,Hoan Kiem lake,17
105.8534149,21.0366975,77.23,Hoan Kiem lake,17
105.8537999,21.0366955,75.58,Hoan Kiem lake,17
105.8541848,21.0366936,72.35,Hoan Kiem lake,17
105.8545697,21.0366917,64.36,Hoan Kiem lake,17
105.8549546,21.0366897,75.2,Hoan Kiem lake,17
105.8553396,21.0366878,61.13,Hoan Kiem lake,17
105.8557245,21.0366858,70.33,Hoan Kiem lake,17
105.8561094,21.0366839,61.39,Hoan Kiem lake,17
105.8564944,21.036682,63.25,Hoan Kiem lake,17
105.8568793,21.03668,58.03,Hoan Kiem lake,17
105.8572642,21.0366781,60.66,Hoan Kiem lake,17
105.8576492,21.0366761,68.01,Hoan Kiem lake,17
105.842254,21.0371145,64.72,Hoan Kiem lake,17
105.8426389,21.0371126,64.67,Hoan Kiem lake,17
105.8430238,21.0371107,62.79,Hoan Kiem lake,17
105.8434088,21.0371088,62.83,Hoan Kiem lake,17
105.8437937,21.0371069,63.04,Hoan Kiem lake,17
105.8441786,21.037105,63.57,Hoan Kiem lake,17
105.8445636,21.0371031,63.84,Hoan Kiem lake,17
105.8449485,21.0371011,63.82,Hoan Kiem lake,17
105.8453334,21.0370992,72.75,Hoan Kiem lake,17
105.8457184,21.0370973,61.12,Hoan Kiem lake,17
105.8461033,21.0370954,69.55,Hoan Kiem lake,17
105.8464882,21.0370935,66.39,Hoan Kiem lake,17
105.8468732,21.0370916,72.46,Hoan Kiem lake,17
105.8472581,21.0370896,71.12,Hoan Kiem lake,17
105.847643,21.0370877,70.5,Hoan Kiem lake,17
105.8480279,21.0370858,75.09,Hoan Kiem lake,17
105.8484129,21.0370839,71.15,Hoan Kiem lake,17
105.8487978,21.037082,66.63,Hoan Kiem lake,17
105.8491827,21.03708,71.18,Hoan Kiem lake,17
105.8495677,21.0370781,72.34,Hoan Kiem lake,17
105.8499526,21.0370762,76.77,Hoan Kiem lake,17
105.8503375,21.0370743,75.98,Hoan Kiem lake,17
105.8507225,21.0370723,70.08,Hoan Kiem lake,17
105.8511074,21.0370704,73.9,Hoan Kiem lake,17
105.8514923,21.0370685,69.77,Hoan Kiem lake,17
105.8518773,21.0370666,69.33,Hoan Kiem lake,17
105.8522622,21.0370646,73.99,Hoan Kiem lake,17
105.8526471,21.0370627,69.01,Hoan Kiem lake,17
105.8530321,21.0370608,68.75,Hoan Kiem lake,17
105.853417,21.0370588,71.12,Hoan Kiem lake,17
105.8538019,21.0370569,73.86,Hoan Kiem lake,17
105.8541868,21.037055,72.94,Hoan Kiem lake,17
105.8545718,21.037053,71.59,Hoan Kiem lake,17
105.8549567,21.0370511,65.67,Hoan Kiem lake,17
105.8553416,21.0370492,58.61,Hoan Kiem lake,17
105.8557266,21.0370472,65.79,Hoan Kiem lake,17
105.8561115,21.0370453,58.44,Hoan Kiem lake,17
105.8564964,21.0370433,56.63,Hoan Kiem lake,17
105.8568814,21.0370414,59.34,Hoan Kiem lake,17
105.8572663,21.0370395,60.41,Hoan Kiem lake,17
105.8576512,21.0370375,61.23,Hoan Kiem lake,17
105.842256,21.0374759,62.79,Hoan Kiem lake,17
105.8426409,21.037474,63.66,Hoan Kiem lake,17
105.8430259,21.0374721,63.66,Hoan Kiem lake,17
105.8434108,21.0374702,63.66,Hoan Kiem lake,17
105.8437957,21.0374683,63.57,Hoan Kiem lake,17
105.8441807,21.0374663,63.84,Hoan Kiem lake,17
105.8445656,21.0374644,63.3,Hoan Kiem lake,17
105.8449505,21.0374625,64.11,Hoan Kiem lake,17
105.8453355,21.0374606,70.42,Hoan Kiem lake,17
105.8457204,21.0374587,70.33,Hoan Kiem lake,17
105.8461053,21.0374568,75.55,Hoan Kiem lake,17
105.8464903,21.0374549,71.71,Hoan Kiem lake,17
105.8468752,21.0374529,73.56,Hoan Kiem lake,17
105.8472601,21.037451,73.0,Hoan Kiem lake,17
105.8476451,21.0374491,70.38,Hoan Kiem lake,17
105.84803,21.0374472,75.01,Hoan Kiem lake,17
105.8484149,21.0374453,69.79,Hoan Kiem lake,17
105.8487999,21.0374433,67.73,Hoan Kiem lake,17
105.8491848,21.0374414,72.54,Hoan Kiem lake,17
105.8495697,21.0374395,67.54,Hoan Kiem lake,17
105.8499547,21.0374376,68.05,Hoan Kiem lake,17
105.8503396,21.0374357,67.73,Hoan Kiem lake,17
105.8507245,21.0374337,70.82,Hoan Kiem lake,17
105.8511095,21.0374318,66.67,Hoan Kiem lake,17
105.8514944,21.0374299,68.86,Hoan Kiem lake,17
105.8518793,21.0374279,69.0,Hoan Kiem lake,17
105.8522642,21.037426,74.49,Hoan Kiem lake,17
105.8526492,21.0374241,73.38,Hoan Kiem lake,17
105.8530341,21.0374222,71.74,Hoan Kiem lake,17
105.853419,21.0374202,75.05,Hoan Kiem lake,17
105.853804,21.0374183,75.03,Hoan Kiem lake,17
105.8541889,21.0374164,68.43,Hoan Kiem lake,17
105.8545738,21.0374144,74.26,Hoan Kiem lake,17
105.8549588,21.0374125,71.02,Hoan Kiem lake,17
105.8553437,21.0374105,64.1,Hoan Kiem lake,17
105.8557286,21.0374086,59.75,Hoan Kiem lake,17
105.8561136,21.0374067,65.26,Hoan Kiem lake,17
105.8564985,21.0374047,57.94,Hoan Kiem lake,17
105.8568834,21.0374028,60.08,Hoan Kiem lake,17
105.8572684,21.0374009,60.75,Hoan Kiem lake,17
105.8576533,21.0373989,58.46,Hoan Kiem lake,17
105.9327136,20.9838576,65.33,Ocean Park,17
105.9330984,20.9838555,65.33,Ocean Park,17
105.9334832,20.9838534,65.33,Ocean Park,17
105.933868,20.9838513,65.33,Ocean Park,17
105.9342527,20.9838492,65.98,Ocean Park,17
105.9346375,20.9838471,73.15,Ocean Park,17
105.9350223,20.983845,64.57,Ocean Park,17
105.9354071,20.9838429,65.33,Ocean Park,17
105.9357919,20.9838408,65.33,Ocean Park,17
105.9361767,20.9838386,65.33,Ocean Park,17
105.9365615,20.9838365,64.6,Ocean Park,17
105.9369462,20.9838344,62.64,Ocean Park,17
105.937331,20.9838323,64.2,Ocean Park,17
105.9377158,20.9838302,73.25,Ocean Park,17
105.9381006,20.9838281,66.56,Ocean Park,17
105.9384854,20.9838259,66.08,Ocean Park,17
105.9388702,20.9838238,65.33,Ocean Park,17
105.939255,20.9838217,66.02,Ocean Park,17
105.9396397,20.9838196,66.17,Ocean Park,17
105.9400245,20.9838175,65.33,Ocean Park,17
105.9404093,20.9838153,65.33,Ocean Park,17
105.9407941,20.9838132,63.69,Ocean Park,17
105.9411789,20.9838111,65.33,Ocean Park,17
105.9415637,20.983809,65.33,Ocean Park,17
105.9419484,20.9838068,65.33,Ocean Park,17
105.9423332,20.9838047,66.01,Ocean Park,17
105.942718,20.9838026,73.95,Ocean Park,17
105.9431028,20.9838004,67.55,Ocean Park,17
105.9434876,20.9837983,65.33,Ocean Park,17
105.9438724,20.9837962,65.33,Ocean Park,17
105.9442572,20.983794,65.33,Ocean Park,17
105.9446419,20.9837919,65.33,Ocean Park,17
105.9450267,20.9837898,65.33,Ocean Park,17
105.9454115,20.9837876,65.33,Ocean Park,17
105.9457963,20.9837855,65.33,Ocean Park,17
105.9461811,20.9837834,65.33,Ocean Park,17
105.9465659,20.9837812,65.33,Ocean Park,17
105.9469507,20.9837791,65.33,Ocean Park,17
105.9473354,20.983777,65.33,Ocean Park,17
105.9477202,20.9837748,65.33,Ocean Park,17
105.948105,20.9837727,65.33,Ocean Park,17
105.9484898,20.9837705,66.17,Ocean Park,17
105.9488746,20.9837684,66.02,Ocean Park,17
105.9492594,20.9837662,66.01,Ocean Park,17
105.9496441,20.9837641,65.95,Ocean Park,17
105.9500289,20.983762,64.04,Ocean Park,17
105.9504137,20.9837598,66.96,Ocean Park,17
105.9507985,20.9837577,65.18,Ocean Park,17
105.9511833,20.9837555,66.09,Ocean Park,17
105.9515681,20.9837534,71.82,Ocean Park,17
105.9519528,20.9837512,64.52,Ocean Park,17
105.9523376,20.9837491,76.43,Ocean Park,17
105.9527224,20.9837469,67.26,Ocean Park,17
105.9327158,20.984219,64.6,Ocean Park,17
105.9331006,20.9842169,65.33,Ocean Park,17
105.9334854,20.9842148,64.6,Ocean Park,17
105.9338702,20.9842127,64.53,Ocean Park,17
105.934255,20.9842106,62.67,Ocean Park,17
105.9346398,20.9842085,64.38,Ocean Park,17
105.9350246,20.9842064,73.46,Ocean Park,17
105.9354093,20.9842042,65.65,Ocean Park,17
105.9357941,20.9842021,65.33,Ocean Park,17
105.9361789,20.9842,65.28,Ocean Park,17
105.9365637,20.9841979,62.64,Ocean Park,17
105.9369485,20.9841958,63.23,Ocean Park,17
105.9373333,20.9841937,65.41,Ocean Park,17
105.9377181,20.9841916,66.29,Ocean Park,17
105.9381029,20.9841894,64.21,Ocean Park,17
105.9384876,20.9841873,64.53,Ocean Park,17
105.9388724,20.9841852,65.33,Ocean Park,17
105.9392572,20.9841831,65.33,Ocean Park,17
105.939642,20.984181,64.53,Ocean Park,17
105.9400268,20.9841788,65.33,Ocean Park,17
105.9404116,20.9841767,64.96,Ocean Park,17
105.9407964,20.9841746,63.05,Ocean Park,17
105.9411811,20.9841725,64.86,Ocean Park,17
105.9415659,20.9841703,65.33,Ocean Park,17
105.9419507,20.9841682,66.02,Ocean Park,17
105.9423355,20.9841661,67.59,Ocean Park,17
105.9427203,20.9841639,73.95,Ocean Park,17
105.9431051,20.9841618,66.01,Ocean Park,17
105.9434899,20.9841597,65.33,Ocean Park,17
105.9438746,20.9841576,65.33,Ocean Park,17
105.9442594,20.9841554,65.33,Ocean Park,17
105.9446442,20.9841533,65.33,Ocean Park,17
105.945029,20.9841512,65.33,Ocean Park,17
105.9454138,20.984149,65.33,Ocean Park,17
105.9457986,20.9841469,66.17,Ocean Park,17
105.9461834,20.9841447,66.02,Ocean Park,17
105.9465681,20.9841426,66.01,Ocean Park,17
105.9469529,20.9841405,66.01,Ocean Park,17
105.9473377,20.9841383,64.57,Ocean Park,17
105.9477225,20.9841362,66.11,Ocean Park,17
105.9481073,20.984134,67.55,Ocean Park,17
105.9484921,20.9841319,71.72,Ocean Park,17
105.9488769,20.9841298,73.8,Ocean Park,17
105.9492616,20.9841276,70.98,Ocean Park,17
105.9496464,20.9841255,71.48,Ocean Park,17
105.9500312,20.9841233,73.38,Ocean Park,17
105.950416,20.9841212,74.85,Ocean Park,17
105.9508008,20.984119,72.41,Ocean Park,17
105.9511856,20.9841169,65.1,Ocean Park,17
105.9515703,20.9841147,61.27,Ocean Park,17
105.9519551,20.9841126,62.82,Ocean Park,17
105.9523399,20.9841104,67.51,Ocean Park,17
105.9527247,20.9841083,61.77,Ocean Park,17
105.9327181,20.9845804,63.55,Ocean Park,17
105.9331029,20.9845783,64.38,Ocean Park,17
105.9334877,20.9845762,64.38,Ocean Park,17
105.9338724,20.9845741,62.64,Ocean Park,17
105.9342572,20.984572,62.93,Ocean Park,17
105.934642,20.9845699,65.2,Ocean Park,17
105.9350268,20.9845677,71.95,Ocean Park,17
105.9354116,20.9845656,63.92,Ocean Park,17
105.9357964,20.9845635,64.6,Ocean Park,17
105.9361812,20.9845614,62.64,Ocean Park,17
105.936566,20.9845593,63.52,Ocean Park,17
105.9369507,20.9845572,65.56,Ocean Park,17
105.9373355,20.9845551,68.71,Ocean Park,17
105.9377203,20.9845529,63.19,Ocean Park,17
105.9381051,20.9845508,63.55,Ocean Park,17
105.9384899,20.9845487,64.53,Ocean Park,17
105.9388747,20.9845466,65.33,Ocean Park,17
105.9392595,20.9845445,64.53,Ocean Park,17
105.9396443,20.9845423,64.53,Ocean Park,17
105.940029,20.9845402,64.53,Ocean Park,17
105.9404138,20.9845381,62.96,Ocean Park,17
105.9407986,20.984536,62.91,Ocean Park,17
105.9411834,20.9845338,64.55,Ocean Park,17
105.9415682,20.9845317,65.28,Ocean Park,17
105.941953,20.9845296,67.47,Ocean Park,17
105.9423378,20.9845275,74.16,Ocean Park,17
105.9427226,20.9845253,66.35,Ocean Park,17
105.9431073,20.9845232,66.08,Ocean Park,17
105.9434921,20.9845211,66.01,Ocean Park,17
105.9438769,20.9845189,64.57,Ocean Park,17
105.9442617,20.9845168,64.57,Ocean Park,17
105.9446465,20.9845147,64.57,Ocean Park,17
105.9450313,20.9845125,66.11,Ocean Park,17
105.9454161,20.9845104,67.55,Ocean Park,17
105.9458008,20.9845083,71.86,Ocean Park,17
105.9461856,20.9845061,73.86,Ocean Park,17
105.9465704,20.984504,71.86,Ocean Park,17
105.9469552,20.9845018,71.86,Ocean Park,17
105.94734,20.9844997,73.13,Ocean Park,17
105.9477248,20.9844976,72.9,Ocean Park,17
105.9481096,20.9844954,73.81,Ocean Park,17
105.9484944,20.9844933,67.59,Ocean Park,17
105.9488791,20.9844911,67.41,Ocean Park,17
105.9492639,20.984489,64.57,Ocean Park,17
105.9496487,20.9844869,64.57,Ocean Park,17
105.9500335,20.9844847,65.95,Ocean Park,17
105.9504183,20.9844826,65.32,Ocean Park,17
105.9508031,20.9844804,66.87,Ocean Park,17
105.9511879,20.9844783,69.85,Ocean Park,17
105.9515726,20.9844761,60.83,Ocean Park,17
105.9519574,20.984474,61.93,Ocean Park,17
105.9523422,20.9844718,69.39,Ocean Park,17
105.952727,20.9844697,61.44,Ocean Park,17
105.9327203,20.9849418,64.6,Ocean Park,17
105.9331051,20.9849397,62.64,Ocean Park,17
105.9334899,20.9849376,64.6,Ocean Park,17
105.9338747,20.9849355,62.64,Ocean Park,17
105.9342595,20.9849333,62.93,Ocean Park,17
105.9346443,20.9849312,64.6,Ocean Park,17
105.9350291,20.9849291,63.92,Ocean Park,17
105.9354138,20.984927,72.18,Ocean Park,17
105.9357986,20.9849249,64.2,Ocean Park,17
105.9361834,20.9849228,65.58,Ocean Park,17
105.9365682,20.9849207,71.86,Ocean Park,17
105.936953,20.9849185,65.89,Ocean Park,17
105.9373378,20.9849164,63.19,Ocean Park,17
105.9377226,20.9849143,62.64,Ocean Park,17
105.9381074,20.9849122,62.64,Ocean Park,17
105.9384922,20.9849101,63.55,Ocean Park,17
105.9388769,20.984908,64.6,Ocean Park,17
