site,longitude,latitude,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21
Ocean Park,105.9458714,20.9957109,63.29,63.29,63.29,63.29,63.29,63.29,63.29,63.29,63.29,63.29,63.29,63.29,63.29,63.29,63.29,63.29,63.29
Ocean Park,105.9462562,20.9957088,64.49,64.49,64.49,64.49,64.49,64.49,64.49,64.49,64.49,64.49,64.49,64.49,64.49,64.49,64.49,64.49,64.49
Ocean Park,105.946641,20.9957067,65.56,65.56,65.56,65.56,65.56,65.56,65.56,65.56,65.56,65.56,65.56,65.56,65.56,65.56,65.56,65.56,65.56
Ocean Park,105.9470258,20.9957045,66.66,66.66,66.66,66.66,66.66,66.66,66.66,66.66,66.66,66.66,66.66,66.66,66.66,66.66,66.66,66.66,66.66
Ocean Park,105.9474107,20.9957024,70.03,70.03,70.03,70.03,70.03,70.03,70.03,70.03,70.03,70.03,70.03,70.03,70.03,70.03,70.03,70.03,70.03
Ocean Park,105.9477955,20.9957002,70.54,70.54,70.54,70.54,70.54,70.54,70.54,70.54,70.54,70.54,70.54,70.54,70.54,70.54,70.54,70.54,70.54
Ocean Park,105.9481803,20.9956981,70.81,70.81,70.81,70.81,70.81,70.81,70.81,70.81,70.81,70.81,70.81,70.81,70.81,70.81,70.81,70.81,70.81
Ocean Park,105.9485651,20.995696,67.88,67.88,67.88,67.88,67.88,67.88,67.88,67.88,67.88,67.88,67.88,67.88,67.88,67.88,67.88,67.88,67.88
Ocean Park,105.9489499,20.9956938,69.31,69.31,69.31,69.31,69.31,69.31,69.31,69.31,69.31,69.31,69.31,69.31,69.31,69.31,69.31,69.31,69.31
Ocean Park,105.9493347,20.9956917,63.88,63.88,63.88,63.88,63.88,63.88,63.88,63.88,63.88,63.88,63.88,63.88,63.88,63.88,63.88,63.88,63.88
Ocean Park,105.9497195,20.9956895,69.08,69.08,69.08,69.08,69.08,69.08,69.08,69.08,69.08,69.08,69.08,69.08,69.08,69.08,69.08,69.08,69.08
Ocean Park,105.9501044,20.9956874,63.57,63.57,63.57,63.57,63.57,63.57,63.57,63.57,63.57,63.57,63.57,63.57,63.57,63.57,63.57,63.57,63.57
Ocean Park,105.9504892,20.9956852,68.99,68.99,68.99,68.99,68.99,68.99,68.99,68.99,68.99,68.99,68.99,68.99,68.99,68.99,68.99,68.99,68.99
Ocean Park,105.950874,20.9956831,63.53,63.53,63.53,63.53,63.53,63.53,63.53,63.53,63.53,63.53,63.53,63.53,63.53,63.53,63.53,63.53,63.53
Ocean Park,105.9512588,20.9956809,61.74,61.74,61.74,61.74,61.74,61.74,61.74,61.74,61.74,61.74,61.74,61.74,61.74,61.74,61.74,61.74,61.74
Ocean Park,105.9516436,20.9956788,59.06,59.06,59.06,59.06,59.06,59.06,59.06,59.06,59.06,59.06,59.06,59.06,59.06,59.06,59.06,59.06,59.06
Ocean Park,105.9520284,20.9956766,58.62,58.62,58.62,58.62,58.62,58.62,58.62,58.62,58.62,58.62,58.62,58.62,58.62,58.62,58.62,58.62,58.62
Ocean Park,105.9524132,20.9956745,59.96,59.96,59.96,59.96,59.96,59.96,59.96,59.96,59.96,59.96,59.96,59.96,59.96,59.96,59.96,59.96,59.96
Ocean Park,105.9527981,20.9956723,62.77,62.77,62.77,62.77,62.77,62.77,62.77,62.77,62.77,62.77,62.77,62.77,62.77,62.77,62.77,62.77,62.77
Ocean Park,105.9327899,20.9961445,59.21,59.21,59.21,59.21,59.21,59.21,59.21,59.21,59.21,59.21,59.21,59.21,59.21,59.21,59.21,59.21,59.21
Ocean Park,105.9331747,20.9961424,60.85,60.85,60.85,60.85,60.85,60.85,60.85,60.85,60.85,60.85,60.85,60.85,60.85,60.85,60.85,60.85,60.85
Ocean Park,105.9335595,20.9961403,65.47,65.47,65.47,65.47,65.47,65.47,65.47,65.47,65.47,65.47,65.47,65.47,65.47,65.47,65.47,65.47,65.47
Ocean Park,105.9339443,20.9961382,64.34,64.34,64.34,64.34,64.34,64.34,64.34,64.34,64.34,64.34,64.34,64.34,64.34,64.34,64.34,64.34,64.34
Ocean Park,105.9343292,20.9961361,61.67,61.67,61.67,61.67,61.67,61.67,61.67,61.67,61.67,61.67,61.67,61.67,61.67,61.67,61.67,61.67,61.67
Ocean Park,105.934714,20.9961339,62.48,62.48,62.48,62.48,62.48,62.48,62.48,62.48,62.48,62.48,62.48,62.48,62.48,62.48,62.48,62.48,62.48
Ocean Park,105.9350988,20.9961318,69.02,69.02,69.02,69.02,69.02,69.02,69.02,69.02,69.02,69.02,69.02,69.02,69.02,69.02,69.02,69.02,69.02
Ocean Park,105.9354836,20.9961297,62.63,62.63,62.63,62.63,62.63,62.63,62.63,62.63,62.63,62.63,62.63,62.63,62.63,62.63,62.63,62.63,62.63
Ocean Park,105.9358684,20.9961276,68.95,68.95,68.95,68.95,68.95,68.95,68.95,68.95,68.95,68.95,68.95,68.95,68.95,68.95,68.95,68.95,68.95
Ocean Park,105.9362533,20.9961255,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97
Ocean Park,105.9366381,20.9961234,59.48,59.48,59.48,59.48,59.48,59.48,59.48,59.48,59.48,59.48,59.48,59.48,59.48,59.48,59.48,59.48,59.48
Ocean Park,105.9370229,20.9961213,59.89,59.89,59.89,59.89,59.89,59.89,59.89,59.89,59.89,59.89,59.89,59.89,59.89,59.89,59.89,59.89,59.89
Ocean Park,105.9374077,20.9961191,63.02,63.02,63.02,63.02,63.02,63.02,63.02,63.02,63.02,63.02,63.02,63.02,63.02,63.02,63.02,63.02,63.02
Ocean Park,105.9377925,20.996117,68.89,68.89,68.89,68.89,68.89,68.89,68.89,68.89,68.89,68.89,68.89,68.89,68.89,68.89,68.89,68.89,68.89
Ocean Park,105.9381773,20.9961149,62.43,62.43,62.43,62.43,62.43,62.43,62.43,62.43,62.43,62.43,62.43,62.43,62.43,62.43,62.43,62.43,62.43
Ocean Park,105.9385622,20.9961128,59.73,59.73,59.73,59.73,59.73,59.73,59.73,59.73,59.73,59.73,59.73,59.73,59.73,59.73,59.73,59.73,59.73
Ocean Park,105.938947,20.9961107,58.36,58.36,58.36,58.36,58.36,58.36,58.36,58.36,58.36,58.36,58.36,58.36,58.36,58.36,58.36,58.36,58.36
Ocean Park,105.9393318,20.9961085,59.36,59.36,59.36,59.36,59.36,59.36,59.36,59.36,59.36,59.36,59.36,59.36,59.36,59.36,59.36,59.36,59.36
Ocean Park,105.9397166,20.9961064,63.39,63.39,63.39,63.39,63.39,63.39,63.39,63.39,63.39,63.39,63.39,63.39,63.39,63.39,63.39,63.39,63.39
Ocean Park,105.9401014,20.9961043,65.76,65.76,65.76,65.76,65.76,65.76,65.76,65.76,65.76,65.76,65.76,65.76,65.76,65.76,65.76,65.76,65.76
Ocean Park,105.9404862,20.9961022,61.22,61.22,61.22,61.22,61.22,61.22,61.22,61.22,61.22,61.22,61.22,61.22,61.22,61.22,61.22,61.22,61.22
Ocean Park,105.9408711,20.9961,59.19,59.19,59.19,59.19,59.19,59.19,59.19,59.19,59.19,59.19,59.19,59.19,59.19,59.19,59.19,59.19,59.19
Ocean Park,105.9412559,20.9960979,57.89,57.89,57.89,57.89,57.89,57.89,57.89,57.89,57.89,57.89,57.89,57.89,57.89,57.89,57.89,57.89,57.89
Ocean Park,105.9416407,20.9960958,60.2,60.2,60.2,60.2,60.2,60.2,60.2,60.2,60.2,60.2,60.2,60.2,60.2,60.2,60.2,60.2,60.2
Ocean Park,105.9420255,20.9960937,68.24,68.24,68.24,68.24,68.24,68.24,68.24,68.24,68.24,68.24,68.24,68.24,68.24,68.24,68.24,68.24,68.24
Ocean Park,105.9424103,20.9960915,68.87,68.87,68.87,68.87,68.87,68.87,68.87,68.87,68.87,68.87,68.87,68.87,68.87,68.87,68.87,68.87,68.87
Ocean Park,105.9427951,20.9960894,63.9,63.9,63.9,63.9,63.9,63.9,63.9,63.9,63.9,63.9,63.9,63.9,63.9,63.9,63.9,63.9,63.9
Ocean Park,105.94318,20.9960873,60.63,60.63,60.63,60.63,60.63,60.63,60.63,60.63,60.63,60.63,60.63,60.63,60.63,60.63,60.63,60.63,60.63
Ocean Park,105.9435648,20.9960851,59.04,59.04,59.04,59.04,59.04,59.04,59.04,59.04,59.04,59.04,59.04,59.04,59.04,59.04,59.04,59.04,59.04
Ocean Park,105.9439496,20.996083,58.11,58.11,58.11,58.11,58.11,58.11,58.11,58.11,58.11,58.11,58.11,58.11,58.11,58.11,58.11,58.11,58.11
Ocean Park,105.9443344,20.9960809,60.17,60.17,60.17,60.17,60.17,60.17,60.17,60.17,60.17,60.17,60.17,60.17,60.17,60.17,60.17,60.17,60.17
Ocean Park,105.9447192,20.9960787,65.99,65.99,65.99,65.99,65.99,65.99,65.99,65.99,65.99,65.99,65.99,65.99,65.99,65.99,65.99,65.99,65.99
Ocean Park,105.945104,20.9960766,68.37,68.37,68.37,68.37,68.37,68.37,68.37,68.37,68.37,68.37,68.37,68.37,68.37,68.37,68.37,68.37,68.37
Ocean Park,105.9454889,20.9960745,63.64,63.64,63.64,63.64,63.64,63.64,63.64,63.64,63.64,63.64,63.64,63.64,63.64,63.64,63.64,63.64,63.64
Ocean Park,105.9458737,20.9960723,61.36,61.36,61.36,61.36,61.36,61.36,61.36,61.36,61.36,61.36,61.36,61.36,61.36,61.36,61.36,61.36,61.36
Ocean Park,105.9462585,20.9960702,69.02,69.02,69.02,69.02,69.02,69.02,69.02,69.02,69.02,69.02,69.02,69.02,69.02,69.02,69.02,69.02,69.02
Ocean Park,105.9466433,20.996068,69.07,69.07,69.07,69.07,69.07,69.07,69.07,69.07,69.07,69.07,69.07,69.07,69.07,69.07,69.07,69.07,69.07
Ocean Park,105.9470281,20.9960659,63.83,63.83,63.83,63.83,63.83,63.83,63.83,63.83,63.83,63.83,63.83,63.83,63.83,63.83,63.83,63.83,63.83
Ocean Park,105.9474129,20.9960638,69.31,69.31,69.31,69.31,69.31,69.31,69.31,69.31,69.31,69.31,69.31,69.31,69.31,69.31,69.31,69.31,69.31
Ocean Park,105.9477977,20.9960616,67.3,67.3,67.3,67.3,67.3,67.3,67.3,67.3,67.3,67.3,67.3,67.3,67.3,67.3,67.3,67.3,67.3
Ocean Park,105.9481826,20.9960595,70.91,70.91,70.91,70.91,70.91,70.91,70.91,70.91,70.91,70.91,70.91,70.91,70.91,70.91,70.91,70.91,70.91
Ocean Park,105.9485674,20.9960573,70.99,70.99,70.99,70.99,70.99,70.99,70.99,70.99,70.99,70.99,70.99,70.99,70.99,70.99,70.99,70.99,70.99
Ocean Park,105.9489522,20.9960552,70.04,70.04,70.04,70.04,70.04,70.04,70.04,70.04,70.04,70.04,70.04,70.04,70.04,70.04,70.04,70.04,70.04
Ocean Park,105.949337,20.996053,66.59,66.59,66.59,66.59,66.59,66.59,66.59,66.59,66.59,66.59,66.59,66.59,66.59,66.59,66.59,66.59,66.59
Ocean Park,105.9497218,20.9960509,65.62,65.62,65.62,65.62,65.62,65.62,65.62,65.62,65.62,65.62,65.62,65.62,65.62,65.62,65.62,65.62,65.62
Ocean Park,105.9501066,20.9960488,65.72,65.72,65.72,65.72,65.72,65.72,65.72,65.72,65.72,65.72,65.72,65.72,65.72,65.72,65.72,65.72,65.72
Ocean Park,105.9504915,20.9960466,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48,65.48
Ocean Park,105.9508763,20.9960445,64.4,64.4,64.4,64.4,64.4,64.4,64.4,64.4,64.4,64.4,64.4,64.4,64.4,64.4,64.4,64.4,64.4
Ocean Park,105.9512611,20.9960423,60.73,60.73,60.73,60.73,60.73,60.73,60.73,60.73,60.73,60.73,60.73,60.73,60.73,60.73,60.73,60.73,60.73
Ocean Park,105.9516459,20.9960402,59.25,59.25,59.25,59.25,59.25,59.25,59.25,59.25,59.25,59.25,59.25,59.25,59.25,59.25,59.25,59.25,59.25
Ocean Park,105.9520307,20.996038,60.7,60.7,60.7,60.7,60.7,60.7,60.7,60.7,60.7,60.7,60.7,60.7,60.7,60.7,60.7,60.7,60.7
Ocean Park,105.9524155,20.9960359,64.28,64.28,64.28,64.28,64.28,64.28,64.28,64.28,64.28,64.28,64.28,64.28,64.28,64.28,64.28,64.28,64.28
Ocean Park,105.9528003,20.9960337,66.25,66.25,66.25,66.25,66.25,66.25,66.25,66.25,66.25,66.25,66.25,66.25,66.25,66.25,66.25,66.25,66.25
Ocean Park,105.9327921,20.9965059,60.6,60.6,60.6,60.6,60.6,60.6,60.6,60.6,60.6,60.6,60.6,60.6,60.6,60.6,60.6,60.6,60.6
Ocean Park,105.933177,20.9965038,62.51,62.51,62.51,62.51,62.51,62.51,62.51,62.51,62.51,62.51,62.51,62.51,62.51,62.51,62.51,62.51,62.51
Ocean Park,105.9335618,20.9965017,69.97,69.97,69.97,69.97,69.97,69.97,69.97,69.97,69.97,69.97,69.97,69.97,69.97,69.97,69.97,69.97,69.97
Ocean Park,105.9339466,20.9964995,62.54,62.54,62.54,62.54,62.54,62.54,62.54,62.54,62.54,62.54,62.54,62.54,62.54,62.54,62.54,62.54,62.54
Ocean Park,105.9343314,20.9964974,62.32,62.32,62.32,62.32,62.32,62.32,62.32,62.32,62.32,62.32,62.32,62.32,62.32,62.32,62.32,62.32,62.32
Ocean Park,105.9347162,20.9964953,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05,69.05
Ocean Park,105.9351011,20.9964932,62.53,62.53,62.53,62.53,62.53,62.53,62.53,62.53,62.53,62.53,62.53,62.53,62.53,62.53,62.53,62.53,62.53
Ocean Park,105.9354859,20.9964911,59.82,59.82,59.82,59.82,59.82,59.82,59.82,59.82,59.82,59.82,59.82,59.82,59.82,59.82,59.82,59.82,59.82
Ocean Park,105.9358707,20.996489,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98
Ocean Park,105.9362555,20.9964869,68.94,68.94,68.94,68.94,68.94,68.94,68.94,68.94,68.94,68.94,68.94,68.94,68.94,68.94,68.94,68.94,68.94
Ocean Park,105.9366403,20.9964848,62.53,62.53,62.53,62.53,62.53,62.53,62.53,62.53,62.53,62.53,62.53,62.53,62.53,62.53,62.53,62.53,62.53
Ocean Park,105.9370251,20.9964826,63.74,63.74,63.74,63.74,63.74,63.74,63.74,63.74,63.74,63.74,63.74,63.74,63.74,63.74,63.74,63.74,63.74
Ocean Park,105.93741,20.9964805,68.91,68.91,68.91,68.91,68.91,68.91,68.91,68.91,68.91,68.91,68.91,68.91,68.91,68.91,68.91,68.91,68.91
Ocean Park,105.9377948,20.9964784,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03
Ocean Park,105.9381796,20.9964763,59.39,59.39,59.39,59.39,59.39,59.39,59.39,59.39,59.39,59.39,59.39,59.39,59.39,59.39,59.39,59.39,59.39
Ocean Park,105.9385644,20.9964742,57.95,57.95,57.95,57.95,57.95,57.95,57.95,57.95,57.95,57.95,57.95,57.95,57.95,57.95,57.95,57.95,57.95
Ocean Park,105.9389492,20.996472,57.07,57.07,57.07,57.07,57.07,57.07,57.07,57.07,57.07,57.07,57.07,57.07,57.07,57.07,57.07,57.07,57.07
Ocean Park,105.939334,20.9964699,58.03,58.03,58.03,58.03,58.03,58.03,58.03,58.03,58.03,58.03,58.03,58.03,58.03,58.03,58.03,58.03,58.03
Ocean Park,105.9397189,20.9964678,59.6,59.6,59.6,59.6,59.6,59.6,59.6,59.6,59.6,59.6,59.6,59.6,59.6,59.6,59.6,59.6,59.6
Ocean Park,105.9401037,20.9964657,59.8,59.8,59.8,59.8,59.8,59.8,59.8,59.8,59.8,59.8,59.8,59.8,59.8,59.8,59.8,59.8,59.8
Ocean Park,105.9404885,20.9964635,58.39,58.39,58.39,58.39,58.39,58.39,58.39,58.39,58.39,58.39,58.39,58.39,58.39,58.39,58.39,58.39,58.39
Ocean Park,105.9408733,20.9964614,57.36,57.36,57.36,57.36,57.36,57.36,57.36,57.36,57.36,57.36,57.36,57.36,57.36,57.36,57.36,57.36,57.36
Ocean Park,105.9412581,20.9964593,58.75,58.75,58.75,58.75,58.75,58.75,58.75,58.75,58.75,58.75,58.75,58.75,58.75,58.75,58.75,58.75,58.75
Ocean Park,105.941643,20.9964572,61.33,61.33,61.33,61.33,61.33,61.33,61.33,61.33,61.33,61.33,61.33,61.33,61.33,61.33,61.33,61.33,61.33
Ocean Park,105.9420278,20.996455,68.86,68.86,68.86,68.86,68.86,68.86,68.86,68.86,68.86,68.86,68.86,68.86,68.86,68.86,68.86,68.86,68.86
Ocean Park,105.9424126,20.9964529,65.24,65.24,65.24,65.24,65.24,65.24,65.24,65.24,65.24,65.24,65.24,65.24,65.24,65.24,65.24,65.24,65.24
Ocean Park,105.9427974,20.9964508,68.87,68.87,68.87,68.87,68.87,68.87,68.87,68.87,68.87,68.87,68.87,68.87,68.87,68.87,68.87,68.87,68.87
Ocean Park,105.9431822,20.9964486,63.94,63.94,63.94,63.94,63.94,63.94,63.94,63.94,63.94,63.94,63.94,63.94,63.94,63.94,63.94,63.94,63.94
Ocean Park,105.943567,20.9964465,60.9,60.9,60.9,60.9,60.9,60.9,60.9,60.9,60.9,60.9,60.9,60.9,60.9,60.9,60.9,60.9,60.9
Ocean Park,105.9439519,20.9964444,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0
Ocean Park,105.9443367,20.9964422,60.64,60.64,60.64,60.64,60.64,60.64,60.64,60.64,60.64,60.64,60.64,60.64,60.64,60.64,60.64,60.64,60.64
Ocean Park,105.9447215,20.9964401,63.71,63.71,63.71,63.71,63.71,63.71,63.71,63.71,63.71,63.71,63.71,63.71,63.71,63.71,63.71,63.71,63.71
Ocean Park,105.9451063,20.996438,68.93,68.93,68.93,68.93,68.93,68.93,68.93,68.93,68.93,68.93,68.93,68.93,68.93,68.93,68.93,68.93,68.93
Ocean Park,105.9454911,20.9964358,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98
Ocean Park,105.9458759,20.9964337,65.22,65.22,65.22,65.22,65.22,65.22,65.22,65.22,65.22,65.22,65.22,65.22,65.22,65.22,65.22,65.22,65.22
Ocean Park,105.9462608,20.9964316,63.51,63.51,63.51,63.51,63.51,63.51,63.51,63.51,63.51,63.51,63.51,63.51,63.51,63.51,63.51,63.51,63.51
Ocean Park,105.9466456,20.9964294,62.32,62.32,62.32,62.32,62.32,62.32,62.32,62.32,62.32,62.32,62.32,62.32,62.32,62.32,62.32,62.32,62.32
Ocean Park,105.9470304,20.9964273,69.06,69.06,69.06,69.06,69.06,69.06,69.06,69.06,69.06,69.06,69.06,69.06,69.06,69.06,69.06,69.06,69.06
Ocean Park,105.9474152,20.9964251,64.06,64.06,64.06,64.06,64.06,64.06,64.06,64.06,64.06,64.06,64.06,64.06,64.06,64.06,64.06,64.06,64.06
Ocean Park,105.9478,20.996423,68.76,68.76,68.76,68.76,68.76,68.76,68.76,68.76,68.76,68.76,68.76,68.76,68.76,68.76,68.76,68.76,68.76
Ocean Park,105.9481848,20.9964209,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38,65.38
Ocean Park,105.9485697,20.9964187,70.33,70.33,70.33,70.33,70.33,70.33,70.33,70.33,70.33,70.33,70.33,70.33,70.33,70.33,70.33,70.33,70.33
Ocean Park,105.9489545,20.9964166,67.07,67.07,67.07,67.07,67.07,67.07,67.07,67.07,67.07,67.07,67.07,67.07,67.07,67.07,67.07,67.07,67.07
Ocean Park,105.9493393,20.9964144,69.73,69.73,69.73,69.73,69.73,69.73,69.73,69.73,69.73,69.73,69.73,69.73,69.73,69.73,69.73,69.73,69.73
Ocean Park,105.9497241,20.9964123,65.66,65.66,65.66,65.66,65.66,65.66,65.66,65.66,65.66,65.66,65.66,65.66,65.66,65.66,65.66,65.66,65.66
Ocean Park,105.9501089,20.9964101,69.25,69.25,69.25,69.25,69.25,69.25,69.25,69.25,69.25,69.25,69.25,69.25,69.25,69.25,69.25,69.25,69.25
Ocean Park,105.9504937,20.996408,63.97,63.97,63.97,63.97,63.97,63.97,63.97,63.97,63.97,63.97,63.97,63.97,63.97,63.97,63.97,63.97,63.97
Ocean Park,105.9508786,20.9964058,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03,62.03
Ocean Park,105.9512634,20.9964037,60.08,60.08,60.08,60.08,60.08,60.08,60.08,60.08,60.08,60.08,60.08,60.08,60.08,60.08,60.08,60.08,60.08
Ocean Park,105.9516482,20.9964015,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6
Ocean Park,105.952033,20.9963994,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67
Ocean Park,105.9524178,20.9963972,68.71,68.71,68.71,68.71,68.71,68.71,68.71,68.71,68.71,68.71,68.71,68.71,68.71,68.71,68.71,68.71,68.71
Ocean Park,105.9528026,20.9963951,68.06,68.06,68.06,68.06,68.06,68.06,68.06,68.06,68.06,68.06,68.06,68.06,68.06,68.06,68.06,68.06,68.06
Ocean Park,105.9327944,20.9968673,64.68,64.68,64.68,64.68,64.68,64.68,64.68,64.68,64.68,64.68,64.68,64.68,64.68,64.68,64.68,64.68,64.68
Ocean Park,105.9331792,20.9968651,64.52,64.52,64.52,64.52,64.52,64.52,64.52,64.52,64.52,64.52,64.52,64.52,64.52,64.52,64.52,64.52,64.52
Ocean Park,105.933564,20.996863,64.63,64.63,64.63,64.63,64.63,64.63,64.63,64.63,64.63,64.63,64.63,64.63,64.63,64.63,64.63,64.63,64.63
Ocean Park,105.9339488,20.9968609,62.46,62.46,62.46,62.46,62.46,62.46,62.46,62.46,62.46,62.46,62.46,62.46,62.46,62.46,62.46,62.46,62.46
Ocean Park,105.9343337,20.9968588,66.32,66.32,66.32,66.32,66.32,66.32,66.32,66.32,66.32,66.32,66.32,66.32,66.32,66.32,66.32,66.32,66.32
Ocean Park,105.9347185,20.9968567,63.54,63.54,63.54,63.54,63.54,63.54,63.54,63.54,63.54,63.54,63.54,63.54,63.54,63.54,63.54,63.54,63.54
Ocean Park,105.9351033,20.9968546,60.47,60.47,60.47,60.47,60.47,60.47,60.47,60.47,60.47,60.47,60.47,60.47,60.47,60.47,60.47,60.47,60.47
Ocean Park,105.9354881,20.9968525,59.03,59.03,59.03,59.03,59.03,59.03,59.03,59.03,59.03,59.03,59.03,59.03,59.03,59.03,59.03,59.03,59.03
Ocean Park,105.9358729,20.9968504,59.79,59.79,59.79,59.79,59.79,59.79,59.79,59.79,59.79,59.79,59.79,59.79,59.79,59.79,59.79,59.79,59.79
Ocean Park,105.9362578,20.9968482,61.63,61.63,61.63,61.63,61.63,61.63,61.63,61.63,61.63,61.63,61.63,61.63,61.63,61.63,61.63,61.63,61.63
Ocean Park,105.9366426,20.9968461,68.17,68.17,68.17,68.17,68.17,68.17,68.17,68.17,68.17,68.17,68.17,68.17,68.17,68.17,68.17,68.17,68.17
Ocean Park,105.9370274,20.996844,68.94,68.94,68.94,68.94,68.94,68.94,68.94,68.94,68.94,68.94,68.94,68.94,68.94,68.94,68.94,68.94,68.94
Ocean Park,105.9374122,20.9968419,61.78,61.78,61.78,61.78,61.78,61.78,61.78,61.78,61.78,61.78,61.78,61.78,61.78,61.78,61.78,61.78,61.78
Ocean Park,105.937797,20.9968398,59.39,59.39,59.39,59.39,59.39,59.39,59.39,59.39,59.39,59.39,59.39,59.39,59.39,59.39,59.39,59.39,59.39
Ocean Park,105.9381819,20.9968377,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02,58.02
Ocean Park,105.9385667,20.9968355,57.06,57.06,57.06,57.06,57.06,57.06,57.06,57.06,57.06,57.06,57.06,57.06,57.06,57.06,57.06,57.06,57.06
Ocean Park,105.9389515,20.9968334,56.43,56.43,56.43,56.43,56.43,56.43,56.43,56.43,56.43,56.43,56.43,56.43,56.43,56.43,56.43,56.43,56.43
Ocean Park,105.9393363,20.9968313,57.05,57.05,57.05,57.05,57.05,57.05,57.05,57.05,57.05,57.05,57.05,57.05,57.05,57.05,57.05,57.05,57.05
Ocean Park,105.9397211,20.9968292,57.61,57.61,57.61,57.61,57.61,57.61,57.61,57.61,57.61,57.61,57.61,57.61,57.61,57.61,57.61,57.61,57.61
Ocean Park,105.9401059,20.996827,57.62,57.62,57.62,57.62,57.62,57.62,57.62,57.62,57.62,57.62,57.62,57.62,57.62,57.62,57.62,57.62,57.62
Ocean Park,105.9404908,20.9968249,57.31,57.31,57.31,57.31,57.31,57.31,57.31,57.31,57.31,57.31,57.31,57.31,57.31,57.31,57.31,57.31,57.31
Ocean Park,105.9408756,20.9968228,58.83,58.83,58.83,58.83,58.83,58.83,58.83,58.83,58.83,58.83,58.83,58.83,58.83,58.83,58.83,58.83,58.83
Ocean Park,105.9412604,20.9968207,61.38,61.38,61.38,61.38,61.38,61.38,61.38,61.38,61.38,61.38,61.38,61.38,61.38,61.38,61.38,61.38,61.38
Ocean Park,105.9416452,20.9968185,68.86,68.86,68.86,68.86,68.86,68.86,68.86,68.86,68.86,68.86,68.86,68.86,68.86,68.86,68.86,68.86,68.86
Ocean Park,105.94203,20.9968164,61.84,61.84,61.84,61.84,61.84,61.84,61.84,61.84,61.84,61.84,61.84,61.84,61.84,61.84,61.84,61.84,61.84
Ocean Park,105.9424149,20.9968143,66.65,66.65,66.65,66.65,66.65,66.65,66.65,66.65,66.65,66.65,66.65,66.65,66.65,66.65,66.65,66.65,66.65
Ocean Park,105.9427997,20.9968121,62.09,62.09,62.09,62.09,62.09,62.09,62.09,62.09,62.09,62.09,62.09,62.09,62.09,62.09,62.09,62.09,62.09
Ocean Park,105.9431845,20.99681,62.89,62.89,62.89,62.89,62.89,62.89,62.89,62.89,62.89,62.89,62.89,62.89,62.89,62.89,62.89,62.89,62.89
Ocean Park,105.9435693,20.9968079,67.49,67.49,67.49,67.49,67.49,67.49,67.49,67.49,67.49,67.49,67.49,67.49,67.49,67.49,67.49,67.49,67.49
Ocean Park,105.9439541,20.9968058,62.23,62.23,62.23,62.23,62.23,62.23,62.23,62.23,62.23,62.23,62.23,62.23,62.23,62.23,62.23,62.23,62.23
Ocean Park,105.9443389,20.9968036,68.89,68.89,68.89,68.89,68.89,68.89,68.89,68.89,68.89,68.89,68.89,68.89,68.89,68.89,68.89,68.89,68.89
Ocean Park,105.9447238,20.9968015,63.9,63.9,63.9,63.9,63.9,63.9,63.9,63.9,63.9,63.9,63.9,63.9,63.9,63.9,63.9,63.9,63.9
Ocean Park,105.9451086,20.9967993,68.91,68.91,68.91,68.91,68.91,68.91,68.91,68.91,68.91,68.91,68.91,68.91,68.91,68.91,68.91,68.91,68.91
Ocean Park,105.9454934,20.9967972,61.17,61.17,61.17,61.17,61.17,61.17,61.17,61.17,61.17,61.17,61.17,61.17,61.17,61.17,61.17,61.17,61.17
Ocean Park,105.9458782,20.9967951,65.92,65.92,65.92,65.92,65.92,65.92,65.92,65.92,65.92,65.92,65.92,65.92,65.92,65.92,65.92,65.92,65.92
